Longitude,Latitude,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
61.315,39.967,0.0,1.6879361336639997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.461,36.47,0.0,2.7761255279293198,0.0,0.0,0.0,,7.45431984,24.521495679767185,,2.4572022597359995,1.461504864768,0.0,2.6365996843680004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.507134333087999,0.0
61.723,40.048,0.0,1.373619324648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.28,40.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346123017992,0.0,0.0,3.026891293632,0.0,0.0,0.0,1.786120295256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0715722092,5.822208959999998,0.0
54.732,38.721,0.0,0.0,0.0,0.0,33.85604351999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.83,39.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.780712023010064,11.03276210122051,9.831744915331079,8.69871216647217,15.503448773159784,0.641550368184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.602,38.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83148128,0.0,0.0
61.0,37.238,0.0,0.0,1.499488300176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.772,38.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.602,37.527,0.0,0.0,0.0,0.0,0.0,2.33181648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.834,39.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5450336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
