Longitude,Latitude,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2008,2009,2010,2011
61.285,40.8,3.0,10.0,8.0,11.0,10.0,13.0,8.0,11.0,18.0,15.0,15.0,12.0,16.0,10.0,11.0,9.0,6.0,7.0,12.0,8.0,5.0
54.193,38.558,5.0,11.0,7.0,13.0,8.0,9.0,9.0,12.0,12.0,9.0,10.0,12.0,14.0,12.0,11.0,7.0,3.0,5.0,8.0,10.0,8.0
53.704,39.725,15.0,27.0,19.0,32.0,24.0,27.0,35.0,33.0,29.0,29.0,15.0,35.0,35.0,35.0,33.0,29.0,12.0,19.0,33.0,28.0,23.0
61.3,40.79,3.0,11.0,9.0,11.0,11.0,12.0,8.0,12.0,18.0,15.0,15.0,12.0,16.0,10.0,11.0,9.0,6.0,7.0,12.0,8.0,6.0
54.757,39.182,2.0,8.0,7.0,7.0,6.0,10.0,8.0,8.0,4.0,8.0,7.0,11.0,6.0,9.0,8.0,9.0,4.0,3.0,6.0,9.0,6.0
61.56,36.402,4.0,13.0,12.0,9.0,12.0,13.0,12.0,11.0,13.0,17.0,12.0,14.0,15.0,17.0,14.0,14.0,6.0,8.0,14.0,9.0,6.0
54.519,39.209,5.0,12.0,8.0,13.0,8.0,11.0,12.0,12.0,9.0,10.0,9.0,11.0,13.0,16.0,12.0,12.0,6.0,6.0,9.0,10.0,8.0
61.44,36.475,4.0,13.0,10.0,9.0,12.0,13.0,11.0,12.0,12.0,16.0,13.0,15.0,13.0,14.0,13.0,16.0,6.0,8.0,14.0,8.0,6.0
54.179,39.453,6.0,25.0,6.0,7.0,5.0,7.0,8.0,6.0,4.0,9.0,27.0,21.0,27.0,12.0,16.0,15.0,6.0,4.0,30.0,24.0,16.0
53.743,39.474,13.0,25.0,22.0,20.0,22.0,26.0,20.0,26.0,29.0,24.0,24.0,28.0,31.0,25.0,19.0,21.0,9.0,15.0,35.0,22.0,15.0
61.0,37.238,8.0,24.0,22.0,21.0,23.0,23.0,22.0,24.0,24.0,27.0,25.0,26.0,30.0,29.0,31.0,27.0,12.0,18.0,32.0,19.0,14.0
53.899,37.908,4.0,7.0,7.0,10.0,9.0,9.0,10.0,8.0,6.0,8.0,6.0,12.0,10.0,13.0,10.0,15.0,5.0,6.0,11.0,10.0,7.0
61.558,36.41,4.0,13.0,12.0,9.0,12.0,13.0,12.0,10.0,13.0,17.0,13.0,14.0,15.0,16.0,14.0,14.0,6.0,8.0,14.0,8.0,6.0
53.836,39.372,10.0,17.0,15.0,13.0,14.0,16.0,15.0,16.0,20.0,14.0,16.0,19.0,22.0,19.0,16.0,14.0,7.0,10.0,21.0,15.0,13.0
61.458,36.49,5.0,13.0,11.0,9.0,11.0,13.0,11.0,12.0,13.0,16.0,13.0,15.0,13.0,14.0,13.0,16.0,6.0,8.0,14.0,8.0,6.0
54.791,39.155,2.0,8.0,7.0,7.0,6.0,9.0,7.0,7.0,5.0,10.0,7.0,10.0,6.0,9.0,7.0,8.0,4.0,4.0,6.0,8.0,7.0
54.169,38.097,2.0,7.0,4.0,7.0,6.0,9.0,6.0,8.0,9.0,5.0,8.0,15.0,12.0,10.0,11.0,10.0,5.0,5.0,11.0,8.0,7.0
